R:A::C:P,0,1 5,2 3 4 6
0,0.43243243243243246,0.32432432432432434,0.24324324324324326
1 5,0.22851153039832284,0.3165618448637317,0.4549266247379455
2 3 4 6,0.13436385255648037,0.272294887039239,0.5933412604042806
