R:A::C:P,0,1 5,2 3 4 6
0,0.12598425196850394,0.0594059405940594,0.02452316076294278
1 5,0.42913385826771655,0.37376237623762376,0.2956403269754768
2 3 4 6,0.4448818897637795,0.5668316831683168,0.6798365122615804
