R:A::C:P,0 5,1 4,2,3 6
0 5,0.12578616352201258,0.07547169811320754,0.018867924528301886,0.025157232704402517
1 4,0.1509433962264151,0.16981132075471697,0.07547169811320754,0.0880503144654088
2,0.050314465408805034,0.031446540880503145,0.050314465408805034,0.08176100628930817
3 6,0.006289308176100629,0.018867924528301886,0.012578616352201259,0.018867924528301886
