R:A::C:P,0,1,2 3 4,5 6
0,0.022988505747126436,0.013649425287356323,0.011494252873563218,0.005028735632183908
1,0.06609195402298851,0.07255747126436782,0.08836206896551724,0.04669540229885057
2 3 4,0.04597701149425287,0.04741379310344827,0.14655172413793102,0.08333333333333333
5 6,0.04741379310344827,0.034482758620689655,0.13864942528735633,0.12931034482758622
