R:A::C:P,0 1 2,3,4 5,6
0 1 2,0.6402439024390244,0.42696629213483145,0.42777777777777776,0.40404040404040403
3,0.06554878048780488,0.08426966292134831,0.08611111111111111,0.06565656565656566
4 5,0.10365853658536585,0.1797752808988764,0.14444444444444443,0.08585858585858586
6,0.19054878048780488,0.3089887640449438,0.3416666666666667,0.4444444444444444
