R:A::C:P,0 5 6,1 3,2 4
0 5 6,0.36363636363636365,0.1875,0.17647058823529413
1 3,0.4318181818181818,0.625,0.4411764705882353
2 4,0.20454545454545456,0.1875,0.38235294117647056
