R:A::C:P,0 1 2,3 4,5,6
0 1 2,0.5904761904761905,0.22857142857142856,0.06190476190476191,0.11904761904761904
3 4,0.30434782608695654,0.5217391304347826,0.08695652173913043,0.08695652173913043
5,0.625,0.25,0.0,0.125
6,0.3333333333333333,0.5,0.16666666666666666,0.0
