R:A::C:P,0,1 5 6,2 4,3
0,0.5,0.21428571428571427,0.21428571428571427,0.07142857142857142
1 5 6,0.28125,0.28125,0.296875,0.140625
2 4,0.12307692307692308,0.36923076923076925,0.35384615384615387,0.15384615384615385
3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
