R:A::C:P,0,1 6,2 3 4,5
0,0.2153846153846154,0.10687022900763359,0.09813084112149532,0.09803921568627451
1 6,0.5615384615384615,0.5038167938931297,0.4719626168224299,0.45098039215686275
2 3 4,0.17692307692307693,0.3511450381679389,0.3598130841121495,0.45098039215686275
5,0.046153846153846156,0.03816793893129771,0.07009345794392523,0.0
