R:A::C:P,0 1,2,3,4 5 6
0 1,0.5,0.27380952380952384,0.20786516853932585,0.22939068100358423
2,0.18237704918032788,0.24404761904761904,0.21910112359550563,0.18996415770609318
3,0.05737704918032787,0.08928571428571429,0.08426966292134831,0.07885304659498207
4 5 6,0.26024590163934425,0.39285714285714285,0.4887640449438202,0.5017921146953405
