R:A::C:P,0,1,2,3 5,4 6
0,0.12598425196850394,0.0811965811965812,0.041666666666666664,0.022988505747126436,0.020618556701030927
1,0.36220472440944884,0.43162393162393164,0.23214285714285715,0.16954022988505746,0.23195876288659795
2,0.15354330708661418,0.21367521367521367,0.24404761904761904,0.20977011494252873,0.18556701030927836
3 5,0.13385826771653545,0.09829059829059829,0.1488095238095238,0.1810344827586207,0.13659793814432988
4 6,0.22440944881889763,0.1752136752136752,0.3333333333333333,0.4166666666666667,0.4252577319587629
