R:A::C:P,0 2 3 4,1,5 6
0 2 3 4,0.22701149425287356,0.0610632183908046,0.08836206896551724
1,0.15445402298850575,0.07255747126436782,0.04669540229885057
5 6,0.18606321839080459,0.034482758620689655,0.12931034482758622
