R:A::C:P,0,1,2,3 4,5 6
0,0.5,0.11904761904761904,0.09523809523809523,0.19047619047619047,0.09523809523809523
1,0.2894736842105263,0.12280701754385964,0.19298245614035087,0.22807017543859648,0.16666666666666666
2,0.12962962962962962,0.14814814814814814,0.18518518518518517,0.25925925925925924,0.2777777777777778
3 4,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.5217391304347826,0.17391304347826086
5 6,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.14285714285714285
