R:A::C:P,0 3,1,2 4,5
0 3,0.4090909090909091,0.3181818181818182,0.18181818181818182,0.09090909090909091
1,0.3888888888888889,0.2777777777777778,0.3055555555555556,0.027777777777777776
2 4,0.47619047619047616,0.14285714285714285,0.38095238095238093,0.0
5,0.0,1.0,0.0,0.0
