R:A::C:P,0 3,1,2 4,5
0 3,0.2727272727272727,0.3333333333333333,0.17391304347826086,0.6666666666666666
1,0.42424242424242425,0.47619047619047616,0.4782608695652174,0.3333333333333333
2 4,0.30303030303030304,0.14285714285714285,0.34782608695652173,0.0
5,0.0,0.047619047619047616,0.0,0.0
