R:A::C:P,0 2,1 3 5,4 6
0 2,0.34097421203438394,0.4297994269340974,0.22922636103151864
1 3 5,0.3281519861830743,0.42487046632124353,0.2469775474956822
4 6,0.2435344827586207,0.40086206896551724,0.35560344827586204
