R:A::C:P,0 4 6,1 5,2,3
0 4 6,0.1882183908045977,0.10201149425287356,0.04525862068965517,0.05100574712643678
1 5,0.16091954022988506,0.10847701149425287,0.035201149425287355,0.03807471264367816
2,0.07974137931034483,0.0603448275862069,0.029454022988505746,0.028017241379310345
3,0.032327586206896554,0.01939655172413793,0.010775862068965518,0.010775862068965518
