R:A::C:P,0 1,2 3 4,5 6
0 1,0.8484848484848485,0.4897959183673469,0.5454545454545454
2 3 4,0.13636363636363635,0.4489795918367347,0.45454545454545453
5 6,0.015151515151515152,0.061224489795918366,0.0
