R:A::C:P,0,1 2,3,4,5 6
0,0.08502024291497975,0.03643724696356275,0.012145748987854251,0.020242914979757085,0.016194331983805668
1 2,0.16194331983805668,0.21862348178137653,0.08502024291497975,0.07692307692307693,0.13765182186234817
3,0.0,0.016194331983805668,0.016194331983805668,0.004048582995951417,0.012145748987854251
4,0.004048582995951417,0.008097165991902834,0.008097165991902834,0.020242914979757085,0.004048582995951417
5 6,0.012145748987854251,0.016194331983805668,0.020242914979757085,0.0,0.008097165991902834
