R:A::C:P,0 1,2 3 6,4,5
0 1,0.5362637362637362,0.27472527472527475,0.12307692307692308,0.06593406593406594
2 3 6,0.2630208333333333,0.4479166666666667,0.13541666666666666,0.15364583333333334
4,0.1780821917808219,0.4794520547945205,0.2191780821917808,0.1232876712328767
5,0.3020833333333333,0.4166666666666667,0.14583333333333334,0.13541666666666666
