R:A::C:P,0 5,1,2 3 4 6
0 5,0.3923076923076923,0.15384615384615385,0.45384615384615384
1,0.30714285714285716,0.25,0.44285714285714284
2 3 4 6,0.2722371967654987,0.15363881401617252,0.5741239892183289
