R:A::C:P,0 1,2 3 4,5,6
0 1,0.6511627906976745,0.27906976744186046,0.06976744186046512,0.0
2 3 4,0.25,0.6111111111111112,0.08333333333333333,0.05555555555555555
5,0.3333333333333333,0.6666666666666666,0.0,0.0
6,0.0,1.0,0.0,0.0
