R:A::C:P,0,1 2 3,4 5 6
0,0.48148148148148145,0.2962962962962963,0.2222222222222222
1 2 3,0.1978021978021978,0.6373626373626373,0.16483516483516483
4 5 6,0.25,0.5,0.25
