R:A::C:P,0,1 2 3,4 5 6
0,0.3939393939393939,0.11428571428571428,0.2608695652173913
1 2 3,0.5454545454545454,0.8285714285714286,0.6521739130434783
4 5 6,0.06060606060606061,0.05714285714285714,0.08695652173913043
