R:A::C:P,0 4,1,2 3 5 6
0 4,0.45901639344262296,0.17857142857142858,0.12857142857142856
1,0.39344262295081966,0.6428571428571429,0.4
2 3 5 6,0.14754098360655737,0.17857142857142858,0.4714285714285714
