R:A::C:P,0 1,2 6,3 4,5
0 1,0.5362637362637362,0.1934065934065934,0.2043956043956044,0.06593406593406594
2 6,0.26126126126126126,0.3108108108108108,0.2747747747747748,0.15315315315315314
3 4,0.2342857142857143,0.2857142857142857,0.33714285714285713,0.14285714285714285
5,0.3020833333333333,0.21875,0.34375,0.13541666666666666
