R:A::C:P,0 3,1,2,4 6,5
0 3,0.052496798975672214,0.026888604353393086,0.019206145966709345,0.03713188220230474,0.02176696542893726
1,0.11651728553137004,0.08962868117797695,0.04481434058898848,0.07426376440460948,0.03329065300896287
2,0.06017925736235595,0.03969270166453265,0.03841229193341869,0.04865556978233035,0.03329065300896287
4 6,0.04865556978233035,0.023047375160051217,0.026888604353393086,0.06530089628681178,0.026888604353393086
5,0.01792573623559539,0.008962868117797696,0.006402048655569782,0.024327784891165175,0.015364916773367477
