R:A::C:P,0 4 6,1 3 5,2
0 4 6,0.18238993710691823,0.07547169811320754,0.018867924528301886
1 3 5,0.1761006289308176,0.24528301886792453,0.0880503144654088
2,0.0440251572327044,0.11949685534591195,0.050314465408805034
