R:A::C:P,0 4,1 2 5,3 6
0 4,0.4222222222222222,0.171875,0.058823529411764705
1 2 5,0.5555555555555556,0.8125,0.7058823529411765
3 6,0.022222222222222223,0.015625,0.23529411764705882
