R:A::C:P,0 1 3 4,2,5 6
0 1 3 4,0.3139367816091954,0.05531609195402299,0.08333333333333333
2,0.11637931034482758,0.029454022988505746,0.05172413793103448
5 6,0.1846264367816092,0.035919540229885055,0.12931034482758622
