R:A::C:P,0,1 2 5,3 6,4
0,0.022988505747126436,0.022270114942528736,0.0035919540229885057,0.004310344827586207
1 2 5,0.10632183908045977,0.23347701149425287,0.1300287356321839,0.07040229885057471
3 6,0.04741379310344827,0.1336206896551724,0.12284482758620689,0.05028735632183908
4,0.005747126436781609,0.021551724137931036,0.013649425287356323,0.011494252873563218
