R:A::C:P,0 6,1,2,3,4,5
0 6,0.41904761904761906,0.1523809523809524,0.13333333333333333,0.08571428571428572,0.12380952380952381,0.08571428571428572
1,0.34513274336283184,0.1902654867256637,0.17699115044247787,0.084070796460177,0.11946902654867257,0.084070796460177
2,0.24324324324324326,0.18018018018018017,0.21621621621621623,0.1891891891891892,0.09009009009009009,0.08108108108108109
3,0.23529411764705882,0.08823529411764706,0.2647058823529412,0.14705882352941177,0.058823529411764705,0.20588235294117646
4,0.375,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.0,0.2916666666666667
5,0.34615384615384615,0.07692307692307693,0.07692307692307693,0.2692307692307692,0.23076923076923078,0.0
