R:A::C:P,0 6,1,2,3,4,5
0 6,0.08365019011406843,0.030418250950570342,0.026615969581749048,0.017110266159695818,0.024714828897338403,0.017110266159695818
1,0.1482889733840304,0.0817490494296578,0.07604562737642585,0.03612167300380228,0.051330798479087454,0.03612167300380228
2,0.051330798479087454,0.03802281368821293,0.045627376425855515,0.039923954372623575,0.019011406844106463,0.017110266159695818
3,0.015209125475285171,0.005703422053231939,0.017110266159695818,0.009505703422053232,0.0038022813688212928,0.013307984790874524
4,0.017110266159695818,0.0038022813688212928,0.009505703422053232,0.0019011406844106464,0.0,0.013307984790874524
5,0.017110266159695818,0.0038022813688212928,0.0038022813688212928,0.013307984790874524,0.011406844106463879,0.0
