R:A::C:P,0 4,1 3 6,2,5
0 4,0.13963963963963963,0.07868852459016394,0.13690476190476192,0.08235294117647059
1 3 6,0.6261261261261262,0.6442622950819672,0.5595238095238095,0.6411764705882353
2,0.16441441441441443,0.2081967213114754,0.24404761904761904,0.2
5,0.06981981981981981,0.06885245901639345,0.05952380952380952,0.07647058823529412
