R:A::C:P,0 4,1 3 6,2,5
0 4,0.4217687074829932,0.32653061224489793,0.1564625850340136,0.09523809523809523
1 3 6,0.3180778032036613,0.4496567505720824,0.10755148741418764,0.12471395881006865
2,0.26545454545454544,0.4618181818181818,0.14909090909090908,0.12363636363636364
5,0.3229166666666667,0.4375,0.10416666666666667,0.13541666666666666
