R:A::C:P,0 5,1,2 4 6,3
0 5,0.2962962962962963,0.1724137931034483,0.1568627450980392,0.14285714285714285
1,0.49382716049382713,0.4827586206896552,0.46078431372549017,0.37142857142857144
2 4 6,0.18518518518518517,0.3103448275862069,0.3333333333333333,0.37142857142857144
3,0.024691358024691357,0.034482758620689655,0.049019607843137254,0.11428571428571428
