R:A::C:P,0,1 2,3 4 5 6
0,0.3230769230769231,0.1232876712328767,0.11009174311926606
1 2,0.6153846153846154,0.7397260273972602,0.6788990825688074
3 4 5 6,0.06153846153846154,0.136986301369863,0.21100917431192662
