R:A::C:P,0,1,2 4,3 5 6
0,0.3230769230769231,0.1724137931034483,0.12162162162162163,0.08860759493670886
1,0.5076923076923077,0.4827586206896552,0.47297297297297297,0.4050632911392405
2 4,0.12307692307692308,0.27586206896551724,0.3108108108108108,0.3291139240506329
3 5 6,0.046153846153846156,0.06896551724137931,0.0945945945945946,0.17721518987341772
