R:A::C:P,0,1,2 4,3 5 6
0,0.5,0.11904761904761904,0.21428571428571427,0.16666666666666666
1,0.2894736842105263,0.12280701754385964,0.30701754385964913,0.2807017543859649
2 4,0.12307692307692308,0.12307692307692308,0.35384615384615387,0.4
3 5 6,0.11538461538461539,0.07692307692307693,0.2692307692307692,0.5384615384615384
