R:A::C:P,0,1 5,2 4,3 6
0,0.43243243243243246,0.32432432432432434,0.17567567567567569,0.06756756756756757
1 5,0.22851153039832284,0.3165618448637317,0.23689727463312368,0.2180293501048218
2 4,0.13505747126436782,0.28160919540229884,0.3074712643678161,0.27586206896551724
3 6,0.13387423935091278,0.2657200811359026,0.2535496957403651,0.34685598377281945
