R:A::C:P,0,1,2 3,4 5 6
0,0.3230769230769231,0.1724137931034483,0.08860759493670886,0.12162162162162163
1,0.5076923076923077,0.4827586206896552,0.4430379746835443,0.43243243243243246
2 3,0.1076923076923077,0.3103448275862069,0.31645569620253167,0.33783783783783783
4 5 6,0.06153846153846154,0.034482758620689655,0.1518987341772152,0.10810810810810811
