R:A::C:P,0,1 2 4 6,3 5
0,0.022988505747126436,0.02442528735632184,0.005747126436781609
1 2 4 6,0.13505747126436782,0.47054597701149425,0.19899425287356323
3 5,0.02442528735632184,0.07255747126436782,0.04525862068965517
