R:A::C:P,0,1 2 4 6,3 5
0,0.43243243243243246,0.4594594594594595,0.10810810810810811
1 2 4 6,0.16785714285714284,0.5848214285714286,0.24732142857142858
3 5,0.1717171717171717,0.51010101010101,0.3181818181818182
