R:A::C:P,0 1,2 3,4 6,5
0 1,0.5,0.2398843930635838,0.25257731958762886,0.17647058823529413
2 3,0.23975409836065573,0.3179190751445087,0.25773195876288657,0.29411764705882354
4 6,0.20081967213114754,0.3583815028901734,0.4252577319587629,0.45294117647058824
5,0.05942622950819672,0.0838150289017341,0.06443298969072164,0.07647058823529412
