R:A::C:P,0 1,2 3,4 6,5
0 1,0.5362637362637362,0.1824175824175824,0.2153846153846154,0.06593406593406594
2 3,0.3103448275862069,0.2917771883289125,0.26525198938992045,0.13262599469496023
4 6,0.21120689655172414,0.2672413793103448,0.35560344827586204,0.16594827586206898
5,0.3020833333333333,0.3020833333333333,0.2604166666666667,0.13541666666666666
