R:A::C:P,0,1 3 4 6,2 5
0,0.022988505747126436,0.021551724137931036,0.008620689655172414
1 3 4 6,0.11925287356321838,0.39727011494252873,0.16379310344827586
2 5,0.040229885057471264,0.15589080459770116,0.07040229885057471
