R:A::C:P,0,1 3 4 6,2 5
0,0.43243243243243246,0.40540540540540543,0.16216216216216217
1 3 4 6,0.17529039070749736,0.5839493136219641,0.24076029567053855
2 5,0.1509433962264151,0.5849056603773585,0.2641509433962264
