R:A::C:P,0,1 3 4 6,2 5
0,0.12598425196850394,0.0375,0.03550295857988166
1 3 4 6,0.6535433070866141,0.69125,0.6745562130177515
2 5,0.2204724409448819,0.27125,0.28994082840236685
