R:A::C:P,0,1,2,3,4,5,6,p
0,15,4,1,2,0,0,0,0
1,5,9,2,2,1,2,0,6
2,0,4,4,3,0,0,0,2
3,0,1,1,0,0,1,0,0
4,0,0,0,0,1,1,0,0
5,1,0,1,1,1,1,0,1
6,0,0,0,1,1,1,0,3
p,1,1,2,0,0,0,4,0
