R:A::C:P,0 6,1,2 4,3 5
0 6,0.5208333333333334,0.125,0.1875,0.16666666666666666
1,0.39473684210526316,0.12280701754385964,0.30701754385964913,0.17543859649122806
2 4,0.2923076923076923,0.12307692307692308,0.35384615384615387,0.23076923076923078
3 5,0.2,0.05,0.35,0.4
