R:A::C:P,0 1,2 3 4,5 6
0 1,0.21254801536491677,0.14340588988476313,0.09603072983354674
2 3 4,0.09475032010243278,0.15749039692701663,0.08194622279129321
5 6,0.05505761843790013,0.09218950064020487,0.06658130601792574
