R:A::C:P,0,1 5,2 3 4,6
0,0.4857142857142857,0.2,0.3142857142857143,0.0
1 5,0.25675675675675674,0.3108108108108108,0.4189189189189189,0.013513513513513514
2 3 4,0.10416666666666667,0.1875,0.6666666666666666,0.041666666666666664
6,0.5,0.0,0.5,0.0
