R:A::C:P,0,1,2,3,4,5,6,7,a2,p
0,30,18,7,3,5,4,2,0,0,5
1,84,89,37,28,43,20,32,21,15,12
2,33,46,41,35,28,27,29,15,10,11
3,16,10,15,13,11,13,11,4,4,5
4,6,4,13,10,13,8,3,5,4,7
5,14,9,10,17,13,8,10,10,2,3
6,40,25,32,45,38,54,63,37,41,16
7,8,3,0,4,2,4,1,8,0,0
a2,0,0,0,0,1,0,0,0,0,0
p,9,5,6,4,7,7,4,7,1,0
