R:A::C:P,0 1 6,2 5,3,4
0 1 6,0.5555555555555556,0.21604938271604937,0.11728395061728394,0.1111111111111111
2 5,0.45161290322580644,0.2903225806451613,0.16129032258064516,0.0967741935483871
3,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.08333333333333333
4,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.45454545454545453
