R:A::C:P,0,1 4,2 5,3 6
0,0.10317460317460317,0.0873015873015873,0.023809523809523808,0.0
1 4,0.11904761904761904,0.21428571428571427,0.1111111111111111,0.05555555555555555
2 5,0.03968253968253968,0.047619047619047616,0.10317460317460317,0.047619047619047616
3 6,0.0,0.007936507936507936,0.007936507936507936,0.031746031746031744
