R:A::C:P,0 4 5,1 3 6,2
0 4 5,0.08620689655172414,0.06465517241379311,0.023706896551724137
1 3 6,0.27801724137931033,0.2823275862068966,0.06752873563218391
2,0.07686781609195402,0.09123563218390805,0.029454022988505746
