R:A::C:P,0 4 5,1 3 6,2
0 4 5,0.49382716049382713,0.37037037037037035,0.13580246913580246
1 3 6,0.44279176201373,0.4496567505720824,0.10755148741418764
2,0.3890909090909091,0.4618181818181818,0.14909090909090908
