R:A::C:P,0 1,2 4 5 6,3
0 1,0.46794871794871795,0.42948717948717946,0.10256410256410256
2 4 5 6,0.25316455696202533,0.5569620253164557,0.189873417721519
3,0.08333333333333333,0.5833333333333334,0.3333333333333333
