R:A::C:P,0,1,2 3,4 5,6
0,0.40476190476190477,0.17857142857142858,0.07142857142857142,0.3,0.0
1,0.42857142857142855,0.6428571428571429,0.4107142857142857,0.36666666666666664,0.0
2 3,0.09523809523809523,0.17857142857142858,0.4107142857142857,0.23333333333333334,0.6666666666666666
4 5,0.047619047619047616,0.0,0.08928571428571429,0.1,0.3333333333333333
6,0.023809523809523808,0.0,0.017857142857142856,0.0,0.0
