R:A::C:P,0,1 5 6,2,3 4
0,0.40476190476190477,0.16666666666666666,0.08,0.18
1 5 6,0.47619047619047616,0.5714285714285714,0.48,0.4
2,0.09523809523809523,0.23809523809523808,0.32,0.24
3 4,0.023809523809523808,0.023809523809523808,0.12,0.18
