R:A::C:P,antag,fool,protag
antag,0.16091954022988506,0.022988505747126436,0.14942528735632185
fool,0.06896551724137931,0.13793103448275862,0.05747126436781609
protag,0.10344827586206896,0.05747126436781609,0.2413793103448276
