R:A::C:P,0 4,1,2,3,5 6
0 4,0.13963963963963963,0.10256410256410256,0.13690476190476192,0.0898876404494382,0.059782608695652176
1,0.31981981981981983,0.43162393162393164,0.23214285714285715,0.19101123595505617,0.1766304347826087
2,0.16441441441441443,0.21367521367521367,0.24404761904761904,0.21910112359550563,0.1956521739130435
3,0.07207207207207207,0.04700854700854701,0.08928571428571429,0.08426966292134831,0.07880434782608696
5 6,0.30405405405405406,0.20512820512820512,0.2976190476190476,0.4157303370786517,0.4891304347826087
