R:A::C:P,0 4,1,2,3,5 6
0 4,0.4217687074829932,0.16326530612244897,0.1564625850340136,0.10884353741496598,0.14965986394557823
1,0.37270341207349084,0.2650918635170604,0.10236220472440945,0.08923884514435695,0.17060367454068243
2,0.26545454545454544,0.18181818181818182,0.14909090909090908,0.14181818181818182,0.26181818181818184
3,0.3137254901960784,0.10784313725490197,0.14705882352941177,0.14705882352941177,0.28431372549019607
5 6,0.27720739219712526,0.09856262833675565,0.1026694045174538,0.15195071868583163,0.36960985626283366
