R:A::C:P,0 6,1 3,2 5,4
0 6,0.23809523809523808,0.14583333333333334,0.19736842105263158,0.21052631578947367
1 3,0.5102040816326531,0.5416666666666666,0.4605263157894737,0.45614035087719296
2 5,0.22448979591836735,0.3020833333333333,0.3157894736842105,0.21052631578947367
4,0.027210884353741496,0.010416666666666666,0.02631578947368421,0.12280701754385964
